,Ctrl_Rep1,Ctrl_Rep2,Ctrl_Rep3,Ctrl_Rep4,Ctrl_Rep5,Treat_Rep1,Treat_Rep2,Treat_Rep3,Treat_Rep4,Treat_Rep5
Prot_0011,20.112078654767657,20.38357466510394,19.397314864425,19.761628178404116,20.33524134827132,20.527636931658435,21.17628892490474,20.618941298725115,20.54243818531816,21.43610536323599
Prot_0012,21.27161492592665,21.063899557239218,21.384150599058184,21.37319278940257,21.007715840232382,22.39556405426104,22.47007922093591,22.444641201500506,21.973302947257167,22.060010874314976
Prot_0013,19.300205346254174,19.071740065311705,19.617048066697734,19.1558856387078,19.575841818988042,20.79129963558937,20.000419516664945,19.966350631714633,20.040522810305944,20.298743628249024
Prot_0014,20.455280607667632,21.1733488643344,20.84060257472574,20.880383689628967,21.4683892171034,22.134090837411502,21.513205376006383,22.065992625277886,21.76331052906469,21.63136342638255
Prot_0015,19.514160730721418,19.15530393678583,19.70184812727805,19.297491738750274,19.19493858429313,20.39602374150861,21.007600958353425,21.003413045562546,20.75216664312788,20.704560256531526
Prot_0016,20.9278569120543,20.827874175003963,20.45303367149451,20.19209344648338,20.50482945398501,21.66657884593929,21.391260716914065,21.101103177608284,21.39288144255299,21.52131477456626
Prot_0017,19.618276304518343,19.36430862886087,19.313580091610437,19.26708367720597,19.845747640355516,20.35717588416962,20.107851259753705,20.258083440174726,20.269976324566468,20.99796152514642
Prot_0018,20.281228338525715,20.16538980375634,20.223073680397853,20.083390492983053,19.866367992251273,21.17363497911849,20.769234353073458,21.23723255139555,21.041086552177646,21.36210765233327
Prot_0019,21.035312936526406,20.74747633390992,21.084369420275394,20.44356301256898,20.883354245905256,22.328186153426728,21.898986335064535,22.14626944207159,22.24424624428914,21.94332602521445
Prot_0020,21.550734879246864,21.141201316404867,21.232436696669236,21.31223524644038,20.851105837275664,21.968027594633604,22.42741125290504,22.659438460316952,22.395746896346175,21.916090857767593
Prot_0021,18.938291160529417,19.230937774917198,18.9512421714117,18.98839009277319,19.132631436691764,20.33495555212621,20.070240158206204,20.016256769661883,20.195102646581564,19.662445125989358
Prot_0022,20.92037194080105,21.223798955499205,20.798800201655673,21.507135456082086,20.628089822562416,22.123510181776293,21.637788118927844,21.900369134605068,21.712674336725726,21.930193734322742
Prot_0023,20.50359747283724,20.465739508016746,20.91324547610056,21.239461339708082,20.9732652700882,21.631175936311486,21.85668706446579,22.0857396870057,21.424844183823687,21.354387936216142
Prot_0024,19.31932370688779,18.934291200224216,19.030647237600114,19.38340139581967,18.77560111554636,20.566179351585298,19.997988456119028,20.44735423353071,20.2841094833223,19.893549938443755
Prot_0025,21.909515429170607,21.925143002225838,20.78001157366878,21.513616514399825,21.423747418223915,22.333002384274387,21.961676330672464,22.646457070362707,22.094110715787597,22.488746709941314
Prot_0026,18.074240662489277,18.63018080102885,18.195843571472416,17.868024390088213,18.47978966931579,19.44243057195997,19.41662710915496,19.695165255721218,19.099833100420526,18.958159841335508
Prot_0027,22.227086625994794,22.569992139280345,22.147478322238737,22.0598473219914,22.12422723899075,22.86536042678135,23.310334598942973,23.395562955564962,23.029480883988434,22.826657363510765
Prot_0028,19.162942296684783,19.358072702321692,19.540248592249668,19.2872703271972,19.56012509717539,19.860870026086182,20.119600634482218,20.484571739005116,20.616554232497073,19.676155841371763
Prot_0029,19.493813414967313,19.569213343031535,19.23610421785292,19.548379718987018,19.08852810030258,20.875354748816665,20.57952928345953,20.628782153707206,20.123732220368854,20.100277934375793
Prot_0030,21.378094834969787,20.892791064021726,21.194918726166936,21.046266040712936,21.09581745549099,21.707397636013816,21.970400340380234,21.646934627288285,21.76062961092563,22.463744562116418
Prot_0031,17.387741314668343,17.42481511425954,17.691458035548695,17.46657684153832,17.418365098575673,18.495405510845313,18.404305434647515,18.73373032625857,18.494534546229662,18.175037401237365
Prot_0032,18.715306271809094,18.973824011955532,19.079463984754625,18.769528115367617,18.813788311041968,20.44958321999649,19.570948738090106,19.986957184607565,19.925269139269652,19.721481214793712
Prot_0033,19.644169697097794,20.207244206727008,20.307215591632552,20.1103512457484,19.931153367261288,21.61185978737849,20.801989349713796,21.50560393172335,21.044662812275725,20.855421269954157
Prot_0034,20.0311285178661,20.877359844840193,20.442184189902882,20.693982324423803,20.807486122458094,21.875190789511905,21.928121611616238,21.889571866021093,21.590075149633357,21.67951707498835
Prot_0035,21.515529218691555,20.49561731637787,20.541125064964284,20.763210945389723,21.030190062410014,21.982186759946984,22.094963272322765,21.71278184910613,21.902490154570906,22.328422472577664
Prot_0036,19.546784408776347,19.169812937546745,19.0386890772321,19.375360565542046,19.481234409811165,21.143034436875382,20.554110396452362,20.171161031346397,20.81544585372411,20.36823553280769
Prot_0037,20.344546724140287,19.733802397462576,19.5035153890703,20.49929240601711,20.297744727608638,21.292446877781963,20.648643683871388,20.41688323528609,21.1954781412242,20.627556569864186
Prot_0038,20.229406558074,20.695454594466742,20.007543249808453,19.518297110924884,19.706105004980575,20.929085531804795,20.820235362387553,21.042555541457933,21.279098651898423,21.164838318657004
Prot_0039,18.230991043288324,17.686398952709077,18.507309674459833,18.37364748881976,18.946030433579647,19.08245194324704,19.351632174057357,19.143352657362115,19.178736629754226,19.31879337673587
Prot_0040,21.005092725002193,20.648734534263266,21.25631196736743,21.03644047800052,20.204973932744814,22.056212034454298,21.23605436814401,22.124881411126808,21.660821305867085,21.49325444522957
Prot_0041,21.436770675339826,21.355791841453232,21.328527699149507,21.674339552940914,21.01300789172287,22.110730173674767,21.81040556894072,22.06265552200391,21.59009409081264,22.43359161701322
Prot_0042,22.171731684094485,21.584280787177537,22.272162456989832,21.891881914416874,21.782273871367646,21.917151466564928,22.432449378087234,22.6979379504779,22.19086681230036,23.04507458653012
Prot_0043,18.615187856237345,18.183953986860452,17.793196114557624,18.129846239664694,18.089393959149874,19.380223187429106,19.040865340846285,18.855680007287155,19.328675165532275,18.642852869553284
Prot_0044,21.239932608370626,20.17745707766118,20.6496697800569,20.87363318207735,21.051502643555626,20.70972594437852,21.555226059442436,21.530091393765364,21.300290413271455,21.89433973893673
Prot_0045,21.941365511044737,22.271724554107628,22.237287757084793,22.449153099376797,21.96660410454281,22.523643310836874,22.81526231800852,22.15825518707477,23.162906430865487,23.18590553475472
Prot_0046,19.386345659732655,19.6625419681232,19.496589884590755,19.428632876253854,19.802138393917474,20.517434380301363,20.50727604652455,20.545932128862766,20.628212834198745,20.456913518591843
Prot_0047,21.30672678145156,21.24426029660269,21.927291779419296,21.37772999822573,21.842965950183064,22.446960219706508,22.728931037594336,22.47788273068683,22.79409595574792,22.263636932297953
Prot_0048,21.761280370157312,22.175060893134475,21.15022793760768,20.937632429823662,20.765515078509758,22.62359049906381,22.548502380402073,21.826399149354884,22.325334691082304,22.153012849596852
Prot_0049,24.26264271820971,25.007251550563442,24.676024889034906,24.259901310420222,24.748275858958486,25.282450107621735,25.515859280646133,25.72676724668657,26.541871709235988,25.74559877431243
Prot_0050,19.96477854316698,20.05671644177309,19.987835058525146,19.96490257419674,19.223336854426385,20.523012562260774,20.88213015995277,20.825734823299477,20.700513417075104,20.78679048201256
Prot_0051,15.33170130846572,15.4650818057557,15.58659497926091,14.611389766695105,15.223347083351806,14.369610565831639,14.25562153844051,14.131568123739774,13.961574707096178,14.060718449089432
Prot_0052,19.732207735302595,19.61957967447277,18.934238599196817,19.234821711323058,19.267519131375757,18.464395765515693,18.711409037080635,17.66023361912325,18.03988103036258,18.479466439090864
Prot_0053,19.144257075149536,18.73492083520838,18.97153012004896,19.401257950471532,19.331149209962078,18.117150519914283,18.24090356962947,18.533580669418406,18.316336335744854,18.740802828222492
Prot_0054,18.410743257840007,18.451433043064238,18.94330698283573,18.478000725390785,18.489624449857033,17.297695518345996,17.552756414945613,17.0226752952693,17.44234310644744,17.41077727302468
Prot_0055,20.159060102321778,20.0271999688966,20.33935766559584,20.047764073009063,20.018369601091,19.130546085191106,19.056542321435042,19.651069786214038,19.587065480677033,19.261742317868652
Prot_0056,17.208256588103637,18.26976388628408,17.3581681308872,17.67940457300179,18.525172669143206,16.858868957325832,17.025374517429732,16.95100181709407,17.143846573764893,17.275676044648616
Prot_0057,19.52287848185995,19.61745366626624,19.9747620939528,19.327499372611015,20.029789424456325,17.910429648010815,18.9578005592502,18.451294960177947,18.31472453688673,18.883804122371053
Prot_0058,21.400318211144953,20.964322279380234,21.039473315324486,20.587950611546947,21.07404806964098,19.719155900397304,19.611884711933115,19.33415091822246,19.55246123005379,19.71393573030244
Prot_0059,21.34934278643635,21.3843862419399,21.08765787467656,20.854483390666232,20.957889226955597,20.500230749835172,20.443330912184198,19.998622237023966,19.609210460907743,20.218071484935997
Prot_0060,20.66721730908656,21.238370543056572,20.83854624833894,20.900383050201004,20.875931316250675,20.40534195592653,20.21529131340277,20.2983563256346,20.63190357227211,20.01362781580785
Prot_0061,21.67486367702117,21.548613782898027,21.16912587389972,21.515745956945644,21.58145590464429,20.46831620787982,20.09713679530215,20.176885499651295,20.458119265798004,19.917460048510886
Prot_0062,21.567154772520105,22.0029770183808,22.024237036842365,21.754795660323804,21.755945627279882,21.120653094733996,20.51024032202308,20.437444653651376,21.168055300145422,21.07384727363677
Prot_0063,20.869449327835703,20.230842636464956,20.747244901592147,20.548601287864173,20.456413661050796,19.399002214212537,19.549094922033134,19.492277020385497,19.911620861237473,19.1363162353351
Prot_0064,18.4191515712224,17.87029757183925,17.484744414368482,17.329643218028032,17.513704511476977,16.79468318265706,16.640705697808876,16.30345335517415,16.981554003314237,16.724811573472373
Prot_0065,20.110609440202065,19.56496097299138,19.540080126026833,19.183600738640767,19.96830916008661,19.23738747813561,18.557312604598987,18.816191567605628,18.585394629126867,19.049622898944044
Prot_0066,20.027346755619188,20.092642049367008,19.722146176842802,20.090592134951983,20.01852272084155,19.868099291673143,19.092924963294532,18.929503838584132,19.310174557740183,19.137103657577022
Prot_0067,18.5695640731176,18.75105933355242,18.853874855892556,18.94533045807897,19.556373669492338,18.320581682707193,18.200421821095112,17.417259847832526,18.055948428722985,18.109289972493173
Prot_0068,20.690229198593695,20.04472092024014,20.21155851236029,20.69499301356214,20.097829128759443,19.866857977773545,19.590448128832673,19.98147321552888,19.168805243439067,19.6286840508683
Prot_0069,20.30134167595909,19.581390210804773,19.658362965377773,19.9741390009999,20.08339828412583,19.13109572275841,18.918268485434965,18.869964866495195,18.901400591201615,18.71395070655584
Prot_0070,20.618418215620043,20.31867155314293,20.7157725337781,20.2936278354104,20.09140763530918,19.529410210711184,19.427448376804577,19.57299423277405,19.318447907734015,19.180744147632772
Prot_0071,20.047122584229285,20.86693008154914,20.012608915969334,20.660871215052996,20.12156211988525,19.30845582156028,18.95693710378585,19.45981810982083,19.335210832428626,18.888953368936036
Prot_0072,20.16651843639402,19.728461024968176,19.974764307212578,19.826927606230427,19.839612868922053,18.82155886064302,18.803514575669592,18.64262064863407,19.691099321702534,19.089392925992623
Prot_0073,20.36727193650753,20.062777173325422,19.590554141736256,19.193453572467654,19.785977758663158,18.68477499318134,18.88413965612883,18.764517714345907,18.493956093557095,18.59009208878163
Prot_0074,21.597933183273213,21.2574079002529,21.781053052348703,20.992392090161953,21.557927853753878,20.0581323574702,20.53698836671906,20.94813149153355,20.62120189018224,20.504242753367926
Prot_0075,21.145576051056757,20.890319390823635,20.521171473500193,20.905740458994792,20.085249817364165,19.733040958183825,19.34283218460307,19.470514077469524,19.645842890188536,19.322438262948655
Prot_0076,23.24628691532433,23.436465813805498,23.77506446276926,23.1518954676968,23.79806776053394,22.18018862928328,22.447567213647687,22.59570570127616,22.777258759995558,22.390411646987914
Prot_0077,21.80501001900134,21.23013328414072,21.545480218275095,21.438507988206766,21.561378749749895,20.590921991052156,21.034615595479213,20.59735817045517,20.933430247443013,21.17691143134249
Prot_0078,19.007567777886013,19.450344708571816,19.279861807423732,19.15665786972475,19.276961753986882,18.102265732931382,17.301475691051078,17.982933440257874,18.283341836901997,18.404155202635064
Prot_0079,22.087542931798886,21.787400460466596,21.66060642529779,21.490373758890154,21.053820792499312,21.088677802891176,20.795242368532495,20.78055627786962,20.514892198921743,20.849408965621784
Prot_0080,22.4848804108102,22.292551266241713,22.27418674893018,22.2842429807363,22.872225322331534,21.821967535822242,21.631972051294476,21.866927449090934,22.06429884590661,22.11933793155087
Prot_0081,21.070903292184095,21.52905735704953,21.280962092655397,20.97079458380729,20.935531539015873,20.303618290839093,19.728428842436163,20.543571380430272,20.272742491644323,19.923031331158914
Prot_0082,18.68613793102462,18.073195238554998,18.192367197791675,18.18209929273035,18.430303941040844,16.739259453795864,16.722849217494737,17.16203807749047,17.395100623815154,17.065473406728277
Prot_0083,22.520393322558753,21.73726214349771,22.324937451267193,22.225513472108506,22.700654666944686,21.783160967055288,21.20395021297134,21.79993572394221,21.02733680931241,21.106642401326702
Prot_0084,20.806135986341104,21.21198613675679,21.07970080348302,21.498579162061958,21.52989841516217,20.4206327750595,20.43220743010174,20.448404394656485,20.1815163878547,20.38739980795395
Prot_0085,19.423544313574425,19.429087920597006,20.020348253752235,19.309247910787672,19.360549309046103,18.656892153171928,18.779687659367884,18.644662049624095,18.716301560155596,18.744191700008795
Prot_0086,17.8820626124582,18.717458157456864,18.725996496896038,18.08703755537464,18.261284456218693,16.887265472578267,17.14369310275794,16.97465161204372,17.250042135096844,16.7828651589227
Prot_0087,15.560804448488797,15.89751600677825,15.223757479553615,14.521502542097766,15.074389955579845,13.595440650189746,14.114136831611152,14.309037599008361,14.277687304913597,13.876467084639904
Prot_0088,17.12768131358473,17.00748010093758,16.932380073192626,18.026290537689786,17.29963380283445,15.813539252999977,15.769895702185515,16.24899423953901,16.07509388079496,16.676163764885302
Prot_0089,21.971457886843556,21.719104753340105,21.832823869479693,20.920975778144115,21.50922410773024,20.724157072374737,20.523923693667182,20.308414653197936,21.504636842269324,20.398821425019772
Prot_0090,18.913245912466323,18.92964944489626,18.87961023114518,18.565563164851937,18.007524612880058,17.541667659575236,17.805897211135203,17.715515919185002,17.744428579675816,17.661068258535202
Prot_0091,20.33928837462388,20.791671723587633,20.45459167911002,20.87067248675506,20.1339694664699,19.620370232391068,19.77102687936342,19.40714106407921,19.157150793614978,19.439970956173703
Prot_0092,20.66748637910977,20.336333039233196,20.191883371912034,19.87682528103586,19.863111786423673,19.39159377309598,19.372087325596368,19.494788254852704,19.310940978856717,18.73719779438737
Prot_0093,22.0842705336958,22.09121317302826,22.181656802246582,22.146673192447338,21.64114441493068,20.8960252311805,21.31917967160518,20.71979878377569,21.645042336340754,20.914302228518856
Prot_0094,20.945351055000717,20.915944335419734,20.628960267764842,19.937391752818577,21.000831088987525,19.256308229565768,19.55028460677709,20.191128950897344,19.432282164447773,19.648175584208552
Prot_0095,22.090144826980755,22.239837075633382,22.00212839490282,22.14046908072965,22.150836471824125,21.138147730833506,21.25293720962832,21.194584445539363,20.601157954518442,21.23399586107681
Prot_0096,18.218610110011294,18.795734401574347,18.55834793435469,18.69754911972313,18.5109355206599,17.21572614748987,16.782776411381956,17.15477861800424,17.112190394379247,16.97237392020553
Prot_0097,20.820082945892537,21.57301098297207,21.413749008977728,21.378983700312425,21.467342048321985,20.063570910602557,20.24030217256195,20.10401410961421,20.278803507320905,20.179309205011315
Prot_0098,19.713742660512416,19.122462964499896,19.08469083242465,18.782828586871297,18.82282103604235,17.680076856017152,18.004137566206705,18.093665752811287,18.381900604877565,18.092081021362375
Prot_0099,20.562947584168143,19.774010674534402,20.146661016023593,19.753450753789444,20.40068258632878,19.065547533441045,18.996470727904565,19.01882617914737,18.947146797600595,18.821671437706446
Prot_0100,22.260820089860367,22.52200078033063,21.744884308812427,22.044094632763773,22.52489446070918,20.78961985106592,20.780221158785906,21.190214756803616,20.27653342371933,21.393355240334202
Prot_0101,19.45267482158727,19.655465552810366,19.33221547399117,19.122944483766744,19.473265049965917,19.545456544466745,20.012274710398653,19.633281676185955,19.496270779235143,19.036561312966906
Prot_0102,20.77146918606007,21.02221608491972,20.727382022098872,21.2858395997739,21.431167418581957,20.751013337894875,20.27819859971906,20.192318494729985,21.426288862930846,20.99248199741503
Prot_0103,22.771248269572972,22.108026371096507,22.938409354806964,22.01839479324423,23.279877173240546,22.34825813933136,21.92019341296404,22.257971465643855,22.60311465499694,22.480817880217696
Prot_0104,20.12160368201917,20.008601519559605,20.246148613082088,20.09850934872242,19.5427548288402,19.739396447545882,19.812269337356856,19.925944244230642,19.748279526694063,20.007778313487655
Prot_0105,20.088733038313507,20.660764287117804,20.62846874777797,20.836356787423092,20.21960921272394,20.860591810790652,20.81404196335718,20.822307020134254,21.19105549880762,20.837679158253202
Prot_0106,18.734471617305275,18.39024147526938,19.16812623845447,18.95032231541576,18.95477324572727,19.329434625960968,18.393112245480783,18.627831210577007,18.56884025955909,19.14450771053413
Prot_0107,18.481161186956076,19.045984732925728,18.94349912466248,18.968385849629183,19.221936782532154,18.74095442074744,18.865326848327832,19.11123324057822,18.43453883205223,19.30879169920532
Prot_0108,20.824661928133686,20.86448047704591,20.68422104039908,20.973746290486968,21.05176755550099,20.29889900763027,21.22225299621701,20.778714490927538,20.872138686153434,21.028024296598495
Prot_0109,23.273515709382,22.88050969465851,22.43514712661115,22.85925880365097,22.371094153674058,22.688140320774362,22.744378463909346,23.25578378839011,22.27181256086703,22.510135876551804
Prot_0110,19.968203763690255,20.404371555192643,20.35520276505034,20.67745939108247,20.242035675058766,20.255629298839587,20.389749858125413,19.858901799943027,20.29520848325691,20.541466764772654
Prot_0111,20.63200102026994,20.43258087832273,20.25991509607106,20.60992078638694,20.543446504343457,20.888548466734544,20.57950619867229,20.645943091003907,20.609198539620376,20.781347748412585
Prot_0112,20.787735253361905,20.503370652172748,20.63231439116154,20.79234323680542,20.879707299934246,20.891226095072653,21.187744616555147,20.851173114966546,20.792138381771156,20.802026082020852
Prot_0113,19.864347388748808,20.079635666035795,20.751309591479313,20.191016512006023,20.300640548821065,20.10247046829843,20.551311809908945,20.486648415790683,20.288125748515945,20.83287178844927
Prot_0114,21.674547803245378,22.074265639831687,21.88372524918576,21.721679396252284,22.360519214336996,22.448974891946296,22.175186064855033,22.01793374398304,21.58107511517002,21.96535418943246
Prot_0115,18.636721697975563,18.45692131200473,17.90787916610733,18.455328798879297,18.62687232588275,18.050029161008595,18.130142634814217,18.028739441135667,18.159364571615225,18.361705332184577
Prot_0116,22.131077604197433,22.47150835769814,21.81644714042463,22.0810009857926,22.143917467321213,21.809697027323597,22.774040352677577,21.75502431182549,22.17969404643519,22.36820109712103
Prot_0117,21.74318500433943,21.803062057897993,21.661134693381147,21.987846655859915,21.435137500997655,22.137141658113205,22.114779535739093,21.81158877791703,22.058117572783917,22.197009433228644
Prot_0118,19.190777934178897,18.93885275925637,19.068573302098628,19.645304242220462,19.208238314903966,18.982380110551517,19.440359440960815,18.540415703076036,18.801974301729295,19.381916471278203
Prot_0119,19.605475128618718,19.80495420520399,19.370895001363422,19.37169413809226,19.779726738139832,19.441434187142498,19.599514298487065,20.333909700383682,19.55176420006601,19.7214245483092
Prot_0120,19.00985450915849,18.659835094129743,18.52053880908506,18.615123084417213,18.76895652178316,18.68143291494873,18.754252523423926,18.613052339049958,19.109825253585747,19.10652138971047
Prot_0121,20.628272294665525,20.355351445625107,20.340956747165965,20.583172961561857,20.927808445410452,20.433741183121263,20.832758545092943,21.2254094155461,20.962698056286655,21.014103456512434
Prot_0122,21.749942150568234,21.946857346081398,21.73844455184898,22.268845541533413,22.09700782488594,22.225092379856793,21.77020829987353,21.45383398710063,22.409321436683417,22.501798483951497
Prot_0123,18.16409269454331,17.800819059687075,17.88910429918958,18.789503317896166,18.050057703859654,17.955947317559236,17.458680702231078,17.98870388387747,17.795891432205067,16.86896341810273
Prot_0124,18.220849585635698,18.561252356260358,18.655023287466193,18.097476406851698,18.35360649679472,18.024418585314677,18.760775346078713,18.86689440350186,18.394932652912274,17.68416047767008
Prot_0125,21.077150526502514,21.43418562489819,22.02565306167199,21.363718723070605,21.727762281881056,21.63333086541446,21.543286359840152,20.961684058690143,22.17697608382671,21.72999692282635
Prot_0126,20.61650603548169,21.121876674390432,20.42022897537216,20.121521547433574,20.491047510825116,21.19282241648154,20.56495256017913,20.62232126984936,20.353842850871995,20.697503613706875
Prot_0127,20.253090718296566,20.800323653030304,20.94273857253046,21.48578174546904,20.245199937397228,20.6687188499368,20.867731321414745,20.854021180537778,21.208606334336622,20.92207263248325
Prot_0128,20.743251686486026,20.405323771480322,20.017034601432243,20.600592143965116,20.334943098551616,20.482965210634365,20.725982002750825,20.225802940425783,20.46785854099402,20.69047056778017
Prot_0129,20.824297782379105,21.1613583124245,20.553581579317015,20.472057588215097,20.68388666071304,20.179432893100945,21.331227087751326,20.68247885634937,20.462709320440005,20.5436645153835
Prot_0130,18.578683890033876,19.308412649758466,19.222473489093005,19.41159387250376,18.96064123885484,19.298821976960966,20.023428926339882,19.195046224084503,18.64241513869634,19.363636189564147
Prot_0131,18.663489761995855,18.377904356124784,18.88133237016867,18.024592206975267,18.154291898014478,18.632229054153278,18.933247837147725,18.622686023795286,18.75489819769541,18.267868786396708
Prot_0132,19.55944663225084,19.813821536887062,19.60287753741435,19.806225104245794,19.620078592724287,19.837153474328264,19.999400358948275,19.647589228607885,19.421672734517692,18.991361690963743
Prot_0133,19.091437680556197,19.716539048888475,19.317320826206625,19.072530351393418,19.291963067651093,19.16413493579901,19.492622456730786,19.616052016556935,19.234795530345085,18.74528519372475
Prot_0134,17.785550941230674,17.92107885267715,17.437423024530215,17.830195622737207,18.201504145704067,17.41712258385619,17.00419796945636,17.23571260425889,18.49126096443106,17.37559221106977
Prot_0135,20.610801957372672,20.865548170765468,20.921410577871704,20.616144859594762,20.923875692361577,20.528415265906176,20.329447260748495,20.64772069249208,19.879181991603343,20.583858123628612
Prot_0136,20.563953373682356,21.01165649934232,20.895583715128346,20.236906887144997,20.623599170317167,20.849237099904446,20.78353569988153,20.956272797736233,21.128298478642236,20.875438404740272
Prot_0137,21.69515789420427,21.59769151054393,22.223869862218013,21.49280419209355,22.255266051774665,21.928493764577148,21.545933788341753,21.480856993775056,21.358783440978065,21.724979800921826
Prot_0138,20.626615709986524,20.260582127694622,20.182520842880113,20.46671226614599,20.685738682800878,20.455774789368274,21.180058052901185,20.26253925230714,20.834832930636548,20.526000208381184
Prot_0139,19.997520669674035,20.781901868584725,20.55395845599539,20.296433629309796,20.31458740408641,20.42818215570225,20.56222101469401,20.661460626972353,20.33620199971094,20.63175557032027
Prot_0140,18.52813024665525,18.685511886778958,18.945831162244826,18.75861662018805,19.10257447705434,18.729536233624376,18.511948599784155,18.375053084018475,19.020859143299663,18.679192987124722
Prot_0141,16.253958532956833,15.90096731492063,16.914131233282276,16.63217767545868,16.61472047612608,16.98796265085321,16.584838880157008,16.41104056608868,16.385263307845797,16.319855482009412
Prot_0142,19.058711799828107,19.814767177532765,19.174112403952847,19.550220368909304,19.3504212138523,19.31814980792053,19.274884713928408,18.87493758261262,19.418875810785018,19.218009788471814
Prot_0143,21.93555115576004,21.44316708972086,21.395818964455,21.467034693499166,21.05499778643102,21.472932959638456,21.40192137155961,21.347485382666157,21.02044629444102,21.498939525902244
Prot_0144,18.063826218766277,17.88447682553861,17.776885109387283,17.77067043830475,18.513657191290687,17.835075829201102,17.934627663900034,17.989036547523657,18.081510025260368,18.181608557604736
Prot_0145,19.899045478053583,20.108045428860038,19.29179698747528,19.43137707588868,19.484199342952582,20.035106725869632,19.820641690575243,19.66182328360166,19.70855505738054,19.97531299245147
Prot_0146,20.525166760284318,19.82234176142851,20.485914857999894,20.51910254108525,20.322686565014816,20.765556550867313,20.277243236880608,20.334236572128837,20.530216433914873,20.355108303784156
Prot_0147,21.061929655095064,21.515044441699718,21.673928300091177,21.41914567190256,21.729225140984227,21.214250677621287,21.078827752792762,21.183090133601393,21.73535725096737,21.815220825065815
Prot_0148,19.074065755110883,18.68897450051336,18.834459616162366,19.000534729275973,19.41141401227111,18.855123608993512,18.78062785411007,18.395678170181743,19.096072341717083,19.02489172643487
Prot_0149,20.634080802748514,19.98361300296315,20.729821277631437,19.565384737911852,20.0324868300788,19.61231387582819,20.154177439894493,20.747165008634813,20.445568063494,20.54162286865241
Prot_0150,21.49076193362337,21.253557759595132,21.859630178317794,22.104128200291502,21.4628957205489,20.462578205490498,21.89679000313862,21.728664783800664,21.39540432574607,21.728324124830095
Prot_0151,21.557104987386577,21.92152704751451,21.511396658651126,21.170981334808538,21.383999776369937,21.167094822595153,21.479528106347907,20.942215086583914,21.692068296409172,21.615780956915273
Prot_0152,19.893992605077703,20.11724743596164,19.84164713316075,20.891705706952113,19.978088788696976,20.547275165833703,19.95427852796347,20.08893070308554,20.280820521458377,20.15723839144067
Prot_0153,18.45207885702301,18.8352622095248,18.02691281543511,18.769214628474632,19.450220731242663,18.546172984781606,19.560989136392575,18.286124749718056,18.37369369221129,18.796911306801462
Prot_0154,15.450827633319307,16.26872785752991,16.042781901082314,16.185514406424257,16.34639123012837,15.573334996173012,16.271003300993925,16.3131729264199,16.19099549830517,16.472943428501743
Prot_0155,20.571922766854602,21.25207499340089,21.40961492980058,20.8985534290382,21.044627658119396,21.228444851800912,21.36181518641218,21.10418623266721,21.04357515519948,21.745842664350924
Prot_0156,18.524241583892536,18.252003909805683,18.29916809604041,18.019237356974575,18.239927854831507,18.32126015783885,18.375397848164624,17.96803641968614,18.317480933271927,18.27936014367042
Prot_0157,20.16903621349592,20.262910926571756,20.293712798715344,20.74134070587901,20.141052223156716,20.57789991751191,20.490474584003984,19.814848602004176,19.755954526538442,20.296299539508087
Prot_0158,18.877501969265296,18.539873938899685,18.88219372913007,18.627955317299616,19.13051865555561,18.56684109238502,18.227784129204508,18.565580008251143,18.89915738189358,18.213799323435115
