,log2_fc,t_stat,p_value,q_value,is_planted,planted_fc
Prot_0050,0.904122394502469,5.410022306134693,0.0024805823680131836,0.0795490757132583,True,1.0
Prot_0051,-1.087804311866341,-5.909920548075389,0.0015255009895755753,0.06632612998154676,True,-1.0
Prot_0052,-1.0865961920995986,-4.60682728423772,0.002065395289976785,0.07109362765736675,True,-1.0
Prot_0053,-0.7268682535821931,-4.422222846205118,0.002264266412036197,0.07423824301758022,True,-1.0
Prot_0054,-1.209372170190953,-9.069517258703241,1.8301102049825824e-05,0.009615625759085198,True,-1.0
Prot_0055,-0.7809570839056761,-5.805580294856646,0.0011989343512430989,0.059946717562154944,True,-1.0
Prot_0056,-0.7571995874313515,-2.848940698359455,0.03899387681692623,0.46980574478224374,True,-1.0
Prot_0057,-1.190865842489913,-5.072891889718278,0.0013532236717231627,0.06346508485267326,True,-1.0
Prot_0058,-1.4269047992256958,-9.655367741268131,5.987904558108248e-05,0.011794637097706074,True,-1.0
Prot_0059,-0.9728587351575158,-5.028092102135427,0.0016251840795434215,0.06802573363834477,True,-1.0
Prot_0060,-0.5911854967779746,-4.274500360097808,0.002765078706468045,0.08379026383236499,True,-1.0
Prot_0061,-1.2743774756533384,-9.293578519058771,1.9231251518170396e-05,0.009615625759085198,True,-1.0
Prot_0062,-0.9589738942312636,-5.291394621227135,0.001719748462417796,0.06837911845333533,True,-1.0
Prot_0063,-1.0728481123208091,-6.389779028865124,0.00022364938288483335,0.02354204030366667,True,-1.0
Prot_0064,-1.0344666949016847,-4.601858654792701,0.0031704549334438266,0.08725448858569006,True,-1.0
Prot_0065,-0.8243302519073055,-3.898294478064072,0.005013356047920937,0.11936562018859374,True,-1.0
Prot_0066,-0.7226887057507021,-4.108343238997329,0.007890004578151606,0.160993764641557,True,-1.0
Prot_0067,-0.9145401274565792,-3.9807222010314436,0.004088456025869697,0.10350521584480245,True,-1.0
Prot_0068,-0.7006124314146476,-3.49625505328949,0.00813018511439863,0.160993764641557,True,-1.0
Prot_0069,-1.0127903529642737,-6.773203120057307,0.000553866024083755,0.037280753008052774,True,-1.0
Prot_0070,-1.0017705795208087,-7.4432986688895895,0.00017645173233277412,0.02075902733326754,True,-1.0
Prot_0071,-1.1519439360308752,-5.510049434829948,0.0009926411903656027,0.052244273177136986,True,-1.0
Prot_0072,-0.8976195822170858,-4.493484852541983,0.005577081767100319,0.12595781756117347,True,-1.0
Prot_0073,-1.1165108073410401,-5.280071138940498,0.0034451812473764434,0.08948522720458295,True,-1.0
Prot_0074,-0.9036034441035312,-4.531411403661109,0.001923195466479501,0.06837911845333533,True,-1.0
Prot_0075,-1.206677763669191,-5.962416239991067,0.0013705875089160627,0.06346508485267326,True,-1.0
Prot_0076,-1.0033296937878475,-6.033395773770665,0.0004142869456270602,0.037280753008052774,True,-1.0
Prot_0077,-0.6494545647203545,-4.321742486160662,0.002862433516623521,0.08418922107716238,True,-1.0
Prot_0078,-1.219444402763159,-5.917902272298812,0.0017845913849479597,0.06837911845333533,True,-1.0
Prot_0079,-0.8101933510231838,-4.175905920529106,0.005605122881472219,0.12595781756117347,True,-1.0
Prot_0080,-0.5407165830769536,-3.7472302415347833,0.006354544168378321,0.14121209263062937,True,-1.0
Prot_0081,-1.0031713056406808,-5.490614084844981,0.0007341387378342741,0.04195078501910137,True,-1.0
Prot_0082,-1.2958765643635992,-7.661367358688433,6.743955434522148e-05,0.011794637097706074,True,-1.0
Prot_0083,-0.9175469883537808,-3.9109909159800287,0.004484661836509322,0.10938199601242247,True,-1.0
Prot_0084,-0.8512279416357309,-5.924571664891684,0.0018981567488283641,0.06837911845333533,True,-1.0
Prot_0085,-0.8002085170858315,-6.046899106048656,0.0029526239299428156,0.08436068371265186,True,-1.0
Prot_0086,-1.3270643594009925,-7.020644353228626,0.00045232563866200577,0.037280753008052774,True,-1.0
Prot_0087,-1.2210401924271022,-4.555998802705269,0.0032914518412650124,0.08725448858569006,True,-1.0
Prot_0088,-1.161955797566879,-4.522827322211211,0.002097262015892319,0.07109362765736675,True,-1.0
Prot_0089,-0.89872654180175,-3.179455080606276,0.013414503405714411,0.23954470367347164,True,-1.0
Prot_0090,-0.9654031476266596,-5.316271814764526,0.004266437031504609,0.10534412423468172,True,-1.0
Prot_0091,-1.0389067609848261,-6.006892230943901,0.00043035912580693773,0.037280753008052774,True,-1.0
Prot_0092,-0.9258063461850767,-4.585623256007989,0.0018503302344142593,0.06837911845333533,True,-1.0
Prot_0093,-0.930121972985539,-4.7706242545315805,0.00253297376539404,0.0795490757132583,True,-1.0
Prot_0094,-1.0700597928189737,-4.226185064722833,0.003220025624568366,0.08725448858569006,True,-1.0
Prot_0095,-1.0405185296948574,-8.10359510124703,0.0005592112951207916,0.037280753008052774,True,-1.0
Prot_0096,-1.5086663189725051,-12.057899572972861,3.2402616104076964e-06,0.006480523220815393,True,-1.0
Prot_0097,-1.1574337562731642,-8.398661866216997,0.0005060700698328248,0.037280753008052774,True,-1.0
Prot_0098,-1.0549368558151038,-5.250179560348595,0.0011759834773478852,0.059946717562154944,True,-1.0
Prot_0099,-1.157617987808866,-6.8921973893996045,0.0014626788396912122,0.06500794843072054,True,-1.0
Prot_0100,-1.3333499683534775,-5.47913096090613,0.0007271524820939934,0.04195078501910137,True,-1.0
Prot_0101,0.1374559282263874,0.7674936347367476,0.4705419103647691,0.9159313857294293,False,0.0
Prot_0102,-0.31955460374894784,-1.194783326767549,0.27344168097422406,0.8699364125405395,False,0.0
Prot_0103,-0.3011200817614643,-1.1167236125752442,0.30868442964135323,0.8895804888799805,False,0.0
Prot_0104,-0.15679002458167446,-1.1872961463341516,0.2843913384443226,0.8746110428423496,False,0.0
Prot_0105,0.41834867559732203,2.630616239464165,0.0394654662989232,0.4726403149571641,False,0.0
Prot_0106,-0.026841768012037193,-0.12044797308935544,0.9073639134956453,0.9895722093832076,False,0.0
Prot_0107,-0.04002452715891991,-0.20581729639968452,0.8422799348904766,0.9776846614891976,False,0.0
Prot_0108,-0.039769562807975944,-0.23788654310888374,0.8208966563157525,0.9763332517611649,False,0.0
Prot_0109,-0.06985489549681034,-0.3013064775607772,0.7708652503463612,0.9672085951648195,False,0.0
Prot_0110,-0.06126338902737416,-0.37870745460982497,0.7147599677793651,0.9583597202604212,False,0.0
Prot_0111,0.20533595180991426,2.286227539779411,0.05236761087773169,0.5454959466430384,False,0.0
Prot_0112,0.18576749139010218,1.8750345762479215,0.09790686719849513,0.6978492346792694,False,0.0
Prot_0113,0.21489570477445596,1.1175946809279786,0.29712996131888764,0.8771553747994839,False,0.0
Prot_0114,0.0947573405069484,0.5000069917388243,0.6307200260986192,0.946537994847116,False,0.0
Prot_0115,-0.2707484320182729,-1.8583909271425676,0.11673924245118276,0.7183953381611247,False,0.0
Prot_0116,0.048541055989772985,0.22589107161939817,0.8284914938044645,0.9763332517611649,False,0.0
Prot_0117,0.33765421306114973,3.002281479362901,0.018720525980482648,0.30323558818145957,False,0.0
Prot_0118,-0.18094010501248547,-0.8677515887705151,0.41376161301171255,0.9134467063093757,False,0.0
Prot_0119,0.1430603445940477,0.7787851225578638,0.4633442675575363,0.9159313857294293,False,0.0
Prot_0120,0.1381552804290287,1.018940643156312,0.33963771087808076,0.9018223930130437,False,0.0
Prot_0121,0.32662975242609704,1.9269369985702052,0.09159234639407945,0.6829802123510842,False,0.0
Prot_0122,0.11183143450958255,0.4994521917506467,0.6353738710648744,0.9476120373823631,False,0.0
Prot_0123,-0.5250780642400379,-1.9314478088723896,0.09065666829421638,0.6829039911363636,False,0.0
Prot_0124,-0.031405333506214106,-0.1281307563437687,0.9024770347390982,0.9895722093832076,False,0.0
Prot_0125,0.08336081451469113,0.32851862496481493,0.7512272913417548,0.9639682194291932,False,0.0
Prot_0126,0.1320523935171849,0.6152553461654873,0.5559164649722882,0.9425610066834662,False,0.0
Prot_0127,0.15880313839711846,0.6390650307069847,0.5503590350459021,0.9425610066834662,False,0.0
Prot_0128,0.09838679213396517,0.6424491248149934,0.5402170640646347,0.9425610066834662,False,0.0
Prot_0129,-0.09913385000472275,-0.4375221024475835,0.6753537155324785,0.9583597202604212,False,0.0
Prot_0130,0.208308663080377,0.7824918088317548,0.4594393975822172,0.9159313857294293,False,0.0
Prot_0131,0.22186386118186974,1.1543139305853554,0.2857339684354562,0.8746110428423496,False,0.0
Prot_0132,-0.10105438323128979,-0.5496368734345592,0.6074407722504482,0.9438905148362504,False,0.0
Prot_0133,-0.04738016830784986,-0.24897506845734135,0.8100578060623876,0.9736271707480622,False,0.0
Prot_0134,-0.33037325076140434,-1.1598227970215307,0.29207920921740815,0.8769867966030632,False,0.0
Prot_0135,-0.39383158471749624,-2.5137935681763692,0.045741803618046174,0.502657182615892,False,0.0
Prot_0136,0.25221656705790707,1.7027130684170462,0.144272923690841,0.76133468966143,False,0.0
Prot_0137,-0.2451483444481184,-1.294089705674001,0.2386432253853961,0.8507779871137114,False,0.0
Prot_0138,0.2074071208172441,1.0987560642717362,0.31016797551860725,0.890869469789184,False,0.0
Prot_0139,0.13508386794989846,0.9262737173640472,0.3920134719945603,0.9127205401503151,False,0.0
Prot_0140,-0.14081486901400453,-0.9494299630599508,0.3703880889801655,0.9066738732985845,False,0.0
Prot_0141,0.07460113084191988,0.3504230093780608,0.7361899776487022,0.961953391743131,False,0.0
Prot_0142,-0.16867505207138933,-1.031032347771652,0.3364465560504296,0.9018223930130437,False,0.0
Prot_0143,-0.1109688311317214,-0.6733333738259971,0.5234763136218339,0.9408357354885072,False,0.0
Prot_0144,0.0024685680404559207,0.016371106751932984,0.9875226299139663,0.9968717691833062,False,0.0
Prot_0145,0.19739508732968147,1.1581984898163546,0.2930216477301444,0.8769867966030632,False,0.0
Prot_0146,0.11742972235260041,0.7324829149966383,0.4877676128741718,0.9290811673793749,False,0.0
Prot_0147,-0.0745053139448224,-0.3850340881463112,0.7108776543241109,0.9583597202604212,False,0.0
Prot_0148,-0.17141098237928176,-0.9901778282823357,0.3510868850133019,0.9018223930130437,False,0.0
Prot_0149,0.11109212103403365,0.37883583070130955,0.7147631535462933,0.9583597202604212,False,0.0
Prot_0150,-0.1918424698741461,-0.6396723104608358,0.5442774348086277,0.9425610066834662,False,0.0
Prot_0151,-0.12966450717585332,-0.6919760902419938,0.5089012554566787,0.9367335355944284,False,0.0
Prot_0152,0.06117232798651884,0.2817567697478846,0.787557225802775,0.9715028536384469,False,0.0
Prot_0153,0.006040525640955252,0.018416960528173675,0.9857574927389752,0.9968717691833062,False,0.0
Prot_0154,0.10544142438192239,0.4735692204757494,0.6484755061041305,0.9489267278432381,False,0.0
Prot_0155,0.2614140626434036,1.3660882320468692,0.20986691994102766,0.8365734373858323,False,0.0
Prot_0156,-0.014608659782549438,-0.13469859946183257,0.8962109513774716,0.9891953105711607,False,0.0
Prot_0157,-0.13451513965043205,-0.6653703478339755,0.5277557243952482,0.9410113144346971,False,0.0
Prot_0158,-0.31697633499618405,-1.9245012045774994,0.09186083856122083,0.6829802123510842,False,0.0
Prot_0159,-0.06522760831067487,-0.3387756589974997,0.7442165283295387,0.9639682194291932,False,0.0
Prot_0160,-0.0877732898030743,-0.6011078331318853,0.5662771004709755,0.9425610066834662,False,0.0
Prot_0161,-0.05868201855550126,-0.27211173782432546,0.7927213962968761,0.9715028536384469,False,0.0
Prot_0162,0.24825474058284414,2.357316156265533,0.05946754118570092,0.5690673797674729,False,0.0
Prot_0163,-0.17991233615549618,-1.2226615998407038,0.2630975642635209,0.8679452118981401,False,0.0
Prot_0164,-0.05984053956391833,-0.28564412930007255,0.7857057268211736,0.9715028536384469,False,0.0
Prot_0165,0.08766987167040341,0.6930713299673956,0.516115005423065,0.9367335355944284,False,0.0
Prot_0166,-0.13474935130157562,-0.913617196846086,0.38814405440749955,0.9122874543095036,False,0.0
Prot_0167,0.20470232524025178,0.9114107380283653,0.3918220008082051,0.9127205401503151,False,0.0
Prot_0168,-0.12891222778517175,-0.6163820251585419,0.5561507759560935,0.9425610066834662,False,0.0
Prot_0169,0.04882510187005096,0.18303070703020752,0.8605695182038031,0.9841747393206057,False,0.0
Prot_0170,-0.06662463999491308,-0.27247858647119316,0.7927155903925244,0.9715028536384469,False,0.0
Prot_0171,-0.01379181158595344,-0.054848596004346634,0.9577513604825185,0.9923434974522692,False,0.0
Prot_0172,0.1804074173661938,0.9917512607586672,0.3511445719328066,0.9018223930130437,False,0.0
Prot_0173,0.03673839916332611,0.19564171214600828,0.8499330594896507,0.9791855524074317,False,0.0
Prot_0174,0.17553697661793777,0.9762895330202878,0.3700126508325877,0.9066738732985845,False,0.0
Prot_0175,0.45870769490104735,1.782348053769883,0.11895116372538421,0.7242522385855737,False,0.0
Prot_0176,0.13321231736183847,0.5398504009675575,0.6104396671893936,0.9438905148362504,False,0.0
Prot_0177,0.08386199646760062,0.6967897010736648,0.5059102623692395,0.9367335355944284,False,0.0
Prot_0178,0.19917730341244066,0.9258683821877768,0.3876777108319229,0.9122874543095036,False,0.0
Prot_0179,0.18503190428745242,0.8726916554090596,0.42115142295814073,0.9134467063093757,False,0.0
Prot_0180,-0.004244570359936972,-0.018039032419181804,0.9860674697867171,0.9968717691833062,False,0.0
Prot_0181,0.1761366917813234,0.9907445706817241,0.35110988283457006,0.9018223930130437,False,0.0
Prot_0182,0.06305590414138962,0.36084551463284037,0.7278028549754914,0.959041056360596,False,0.0
Prot_0183,-0.22005418551640687,-0.7557752582720387,0.4720471661434783,0.9160501699474146,False,0.0
Prot_0184,0.141370169942455,0.65425532415369,0.5313181099362966,0.9410113144346971,False,0.0
Prot_0185,0.10654838463090499,0.6455468980899768,0.5366751604580917,0.9410113144346971,False,0.0
Prot_0186,0.06987093459539295,0.3754079174901691,0.7197281499155763,0.9583597202604212,False,0.0
Prot_0187,0.10172695866977932,0.4422475509075665,0.6703270456135639,0.9569265462006623,False,0.0
Prot_0188,0.10413331047593744,0.8940835636222423,0.39789082628770334,0.9134467063093757,False,0.0
Prot_0189,-0.34397208990100125,-2.3654012079400264,0.052143410110748314,0.5454959466430384,False,0.0
Prot_0190,0.07653743301070293,0.37587032610166454,0.7183828479783575,0.9583597202604212,False,0.0
Prot_0191,-0.319979365153614,-2.3291630299507773,0.05912970749493536,0.5690673797674729,False,0.0
Prot_0192,-0.18859305541765536,-1.1805338051886767,0.27588369537673163,0.8699635175196073,False,0.0
Prot_0193,0.33169113414371054,2.1036165963158515,0.07065572646958755,0.6104576075439068,False,0.0
Prot_0194,-0.3093749474853169,-1.6038531105506437,0.14741448129291873,0.7670200395948934,False,0.0
Prot_0195,0.009474847605876136,0.04615665618444834,0.9650960110093216,0.9927075553536608,False,0.0
Prot_0196,-0.2893000131285497,-1.4722215281841606,0.17938897231599074,0.8341504321662914,False,0.0
Prot_0197,-0.2641054367074034,-1.2081755670395469,0.2619830646727911,0.8679452118981401,False,0.0
Prot_0198,-0.028132626474501876,-0.20731354316499734,0.8409546641617376,0.9776846614891976,False,0.0
Prot_0199,0.1103206596120394,0.7615850654098588,0.4713939706788224,0.9160501699474146,False,0.0
Prot_0200,0.033567330324803635,0.24642759294434277,0.8118095095813785,0.9748831860978605,False,0.0
Prot_0201,-0.22287327503256904,-1.2667634349852799,0.24326093104192828,0.8565525740912968,False,0.0
Prot_0202,-0.22161913510115738,-1.138737000433681,0.2891284909204897,0.8758371417033256,False,0.0
Prot_0203,-0.13645001555755698,-0.6679950266662222,0.526404470311334,0.9410113144346971,False,0.0
Prot_0204,0.06923783069889922,0.49912289049981423,0.6312185751247384,0.946537994847116,False,0.0
Prot_0205,-0.2731046644327684,-1.3766102441673824,0.20669085353992847,0.8365734373858323,False,0.0
Prot_0206,0.04240478638329748,0.2412005817196964,0.815771430971189,0.9763332517611649,False,0.0
Prot_0207,-0.21511270190496745,-1.1484950898814599,0.2861365138947844,0.8746110428423496,False,0.0
Prot_0208,-0.29363855355298085,-1.7128263160565558,0.14016820562292512,0.7597192716689708,False,0.0
Prot_0209,0.02525505698741881,0.23964729832024415,0.819716298887503,0.9763332517611649,False,0.0
Prot_0210,0.14107268847654453,0.8607195366010469,0.41724986692043253,0.9134467063093757,False,0.0
Prot_0211,-0.004778212818781213,-0.022927194856560817,0.9824671981948967,0.9960061066597242,False,0.0
Prot_0212,0.24226355912395547,1.3827700481270455,0.20585127965733666,0.8365734373858323,False,0.0
Prot_0213,0.18774032396892082,0.8705100670075723,0.4135890715092724,0.9134467063093757,False,0.0
Prot_0214,0.22509751392891886,1.020625502246375,0.3378096086551636,0.9018223930130437,False,0.0
Prot_0215,0.17273448347363285,0.8879054235587206,0.40086986545188286,0.9134467063093757,False,0.0
Prot_0216,-0.04465348159232008,-0.3477969519911221,0.737088862712771,0.961953391743131,False,0.0
Prot_0217,-0.039243787797619945,-0.23001073891227997,0.826160116704799,0.9763332517611649,False,0.0
Prot_0218,-0.37479329909203685,-1.5157527050728323,0.1864625925241278,0.8344225498749906,False,0.0
Prot_0219,0.0041756174557292525,0.022863726710133616,0.9823765753656759,0.9960061066597242,False,0.0
Prot_0220,0.06713575551090756,0.47253507282937507,0.6493224168571126,0.9489267278432381,False,0.0
Prot_0221,-0.28857902396915946,-1.2099462004858317,0.26306821552704396,0.8679452118981401,False,0.0
Prot_0222,0.056125764116288224,0.218637466012838,0.834931176981454,0.9763332517611649,False,0.0
Prot_0223,-0.32670815462334346,-1.762924719719826,0.1441199852504633,0.76133468966143,False,0.0
Prot_0224,0.09322381948622649,0.5599244796187114,0.5908776848768034,0.9425610066834662,False,0.0
Prot_0225,-0.12436721963989683,-0.8082097606945867,0.4522328641586891,0.9159313857294293,False,0.0
Prot_0226,0.019587653966176788,0.08955197347351242,0.9318759982702014,0.9902959790901853,False,0.0
Prot_0227,-0.13804905257297406,-0.5283408888255853,0.6214715932567213,0.945474495242806,False,0.0
Prot_0228,-0.35642330530085786,-2.3317939561390197,0.05688494890033145,0.5604428463086842,False,0.0
Prot_0229,0.07489033027060898,0.514172174408653,0.6237022315195616,0.945474495242806,False,0.0
Prot_0230,-0.17227939500242329,-1.1289179891721175,0.30004450563205093,0.878980191451493,False,0.0
Prot_0231,0.2896986971293245,1.223267362677913,0.2714981359518825,0.8689230966685866,False,0.0
Prot_0232,0.2252051611089314,0.7662406112157589,0.46555668304429787,0.9159313857294293,False,0.0
Prot_0233,0.17660791043383384,0.989472869943408,0.3614728863921381,0.9048978703688811,False,0.0
Prot_0234,0.053779772499922274,0.3675508959328427,0.7252921158550376,0.959041056360596,False,0.0
Prot_0235,0.18515678802408786,1.1303706910166902,0.29293961068710334,0.8769867966030632,False,0.0
Prot_0236,0.07237260577187499,0.3912585645441113,0.7077542884262527,0.9583597202604212,False,0.0
Prot_0237,0.30345483484050106,1.6797801461307886,0.13444502664767885,0.7528693699361618,False,0.0
Prot_0238,0.26246144003996363,1.3249618664696405,0.22608633381857893,0.8482769137345987,False,0.0
Prot_0239,-0.18594059449846512,-1.540775564259539,0.1874532090683697,0.8344225498749906,False,0.0
Prot_0240,0.29998850321483417,2.34719572108038,0.04994714596217736,0.5375091445887409,False,0.0
Prot_0241,0.149693485438668,0.8685804918505173,0.42046806753788313,0.9134467063093757,False,0.0
Prot_0242,-0.20252243558654826,-1.616205939083193,0.15041313619595476,0.7674463578410324,False,0.0
Prot_0243,0.2243063961176084,0.9680331575092102,0.3622775897023148,0.9048978703688811,False,0.0
Prot_0244,0.1397100841010115,0.7453883269158945,0.48148149498965154,0.9232626941316425,False,0.0
Prot_0245,0.1812747582009102,0.9826677577968849,0.35934474300678326,0.9048978703688811,False,0.0
Prot_0246,-0.05458138928793588,-0.16588338118107174,0.8728190103962081,0.9857878024213456,False,0.0
Prot_0247,0.02597957043203536,0.1931690792508743,0.852705853707335,0.9810445705471613,False,0.0
Prot_0248,-0.0699716628328595,-0.3564288967219153,0.7325566180972831,0.9613603912037836,False,0.0
Prot_0249,0.2593979227277998,1.1614841479183076,0.27939993375085836,0.8699635175196073,False,0.0
Prot_0250,0.17516501003822071,0.9907164471700917,0.3526661509057136,0.9018223930130437,False,0.0
Prot_0251,0.1722488345450195,0.9417771424894262,0.38215937175742815,0.9122874543095036,False,0.0
Prot_0252,-0.1510355452117338,-1.3563845049556988,0.21214484603403136,0.8365734373858323,False,0.0
Prot_0253,-0.12718181997939126,-0.4748640358619273,0.647787810532026,0.9489267278432381,False,0.0
Prot_0254,0.09481945077504506,0.5615838138217607,0.591457031693875,0.9425610066834662,False,0.0
Prot_0255,-0.052189111131781374,-0.36143282839931146,0.7273071213689248,0.959041056360596,False,0.0
Prot_0256,0.11017347259726762,0.4626565251549767,0.6593060792255123,0.9506936975133559,False,0.0
Prot_0257,-0.11972532284925208,-0.5472441490274886,0.5998262183151282,0.9438905148362504,False,0.0
Prot_0258,-0.1772957503602406,-1.2053226155871894,0.27921390138047314,0.8699635175196073,False,0.0
Prot_0259,0.3459638052613201,1.8372908722344836,0.10859312909709015,0.7069608467311019,False,0.0
Prot_0260,-0.04776937980559026,-0.17813934545282542,0.8631212463841712,0.9841747393206057,False,0.0
Prot_0261,-0.020492212535454968,-0.08326655967850884,0.9356942127275526,0.9902959790901853,False,0.0
Prot_0262,0.10193647022957819,0.5917477520675846,0.5729240068385344,0.9425610066834662,False,0.0
Prot_0263,-0.36206927469275385,-1.685641322610757,0.14136718295281142,0.7601259389049403,False,0.0
Prot_0264,-0.24596234919022208,-1.8182523780227424,0.1388963176777711,0.7559583694225778,False,0.0
Prot_0265,0.4081505374591643,2.486811598578262,0.03799587976813639,0.4644849255986455,False,0.0
Prot_0266,-0.14558130953053805,-0.9126747124423746,0.38906033039994015,0.9122874543095036,False,0.0
Prot_0267,0.2266475747646126,1.2672929894747595,0.262204577638393,0.8679452118981401,False,0.0
Prot_0268,0.13909959199346034,0.6385663493842718,0.5436773879432002,0.9425610066834662,False,0.0
Prot_0269,-0.0996592046060698,-0.5081126867523076,0.6253911513160633,0.945474495242806,False,0.0
Prot_0270,0.039698491980708184,0.1663711575810798,0.8732097963296683,0.9857878024213456,False,0.0
Prot_0271,-0.189331761844457,-0.7248729093773856,0.4898299558378233,0.9308200726531443,False,0.0
Prot_0272,-0.1106585946062495,-0.4860367458892479,0.6399776839870996,0.948767068079079,False,0.0
Prot_0273,0.3527939172976602,3.315560513562725,0.01267690859130281,0.23135130600986056,False,0.0
Prot_0274,0.05466747685433759,0.24071135513337008,0.8190507801144317,0.9763332517611649,False,0.0
Prot_0275,-0.2535480000609809,-1.2205942631674211,0.2663496339690228,0.8679452118981401,False,0.0
Prot_0276,0.21076287827955298,2.5038830834327808,0.037667552789929254,0.4644849255986455,False,0.0
Prot_0277,0.03480648184099522,0.23926282521933417,0.8181022123850537,0.9763332517611649,False,0.0
Prot_0278,-0.15567293561798223,-0.674778834666735,0.5203360504678993,0.9408357354885072,False,0.0
Prot_0279,0.04771514489574713,0.2252338645846108,0.8289674867927214,0.9763332517611649,False,0.0
